scenario,language,test,nice,affinity,mode,iteration,time,pkg,cores,gpu,ram,psys,cycles,l1d_misses,l1i_misses,llc_misses,branch_misses,c1_core_residency,c3_core_residency,c6_core_residency,c7_core_residency,c2_pkg_residency,c3_pkg_residency,c6_pkg_residency,c8_pkg_residency,c10_pkg_residency,ended
reverse-complement,cs,release,-20,,process,1,487423,6.921,1.509,,0.471,,1626663806,25563250,12171115,692043,2880514,,0,0,0,0,0,0,0,0,1768938826538084
reverse-complement,cs,release,-20,,process,2,814837,11.129,2.097,,0.747,,1952140841,49463513,10278706,3614064,3382152,,0,0,0,0,0,0,0,0,1768938837575762
reverse-complement,cs,release,-20,,process,3,473887,6.624,1.377,,0.438,,1395425340,16262690,11967927,537480,2975864,,0,0,0,0,0,0,0,0,1768938848271888
reverse-complement,cs,release,-20,,process,4,419632,5.809,1.165,,0.352,,1180807408,10730361,8665934,462779,2299833,,0,0,0,0,0,0,0,0,1768938858914075
reverse-complement,cs,release,-20,,process,5,504472,7.181,1.576,,0.511,,1708612284,25009967,12140081,673328,2668051,,0,0,0,0,0,0,0,0,1768938869639371
reverse-complement,cs,release,-20,,process,6,711339,9.888,1.997,,0.625,,1967258097,27994946,13919755,645658,3008109,,0,0,0,0,0,0,0,0,1768938880574386
reverse-complement,cs,release,-20,,process,7,441668,6.173,1.287,,0.368,,1237164175,14489602,9218480,471418,2718889,,0,0,0,0,0,0,0,0,1768938891239294
reverse-complement,cs,release,-20,,process,8,410181,6.062,1.49,,0.492,,1560507316,46030069,10957336,3922180,2643461,,0,0,0,0,0,0,0,0,1768938902130363
reverse-complement,cs,release,-20,,process,9,666934,9.521,2.113,,0.692,,2180169280,63954076,11085963,3818849,3256647,,0,0,0,0,0,0,0,0,1768938913021026
reverse-complement,cs,release,-20,,process,10,407184,5.769,1.259,,0.346,,1332256065,17893704,8556736,467071,3044966,,0,0,0,0,0,0,0,0,1768938923649865
reverse-complement,cs,release,-20,,process,11,459988,6.521,1.429,,0.43,,1504168586,19223399,10607004,547001,3278765,,0,0,0,0,0,0,0,0,1768938934337398
reverse-complement,cs,release,-20,,process,12,415481,5.888,1.289,,0.35,,1326348959,16849994,9132698,479563,2982132,,0,0,0,0,0,0,0,0,1768938944975571
reverse-complement,cs,release,-20,,process,13,521340,7.138,1.366,,0.424,,1256065975,13635679,9210266,474800,2766250,,0,0,0,0,0,0,0,0,1768938955719030
reverse-complement,cs,release,-20,,process,14,467105,6.757,1.567,,0.436,,1678594716,28502834,11163768,602298,2866189,,0,0,0,0,0,0,0,0,1768938966408290
reverse-complement,cs,release,-20,,process,15,456875,6.661,1.582,,0.425,,1688406698,27649980,13421913,600906,2937682,,0,0,0,0,0,0,0,0,1768938977086512
reverse-complement,cs,release,-20,,process,16,469573,6.809,1.597,,0.443,,1699515266,25003882,17034135,637805,2781578,,0,0,0,0,0,0,0,0,1768938988120197
reverse-complement,cs,release,-20,,process,17,415410,5.752,1.152,,0.348,,1132608115,9490054,8368502,460988,2296565,,0,0,0,0,0,0,0,0,1768938998758499
reverse-complement,cs,release,-20,,process,18,421660,5.99,1.32,,0.371,,1386385745,15394240,9908102,534184,2769256,,0,0,0,0,0,0,0,0,1768939009694951
reverse-complement,cs,release,-20,,process,19,463265,6.791,1.63,,0.532,,1710984332,50899301,10148831,4224957,2772044,,0,0,0,0,0,0,0,0,1768939020379122
reverse-complement,cs,release,-20,,process,20,468150,6.735,1.532,,0.46,,1604218715,23111851,12375585,687112,2945628,,0,0,0,0,0,0,0,0,1768939031070420
reverse-complement,cs,release,-20,,process,21,465051,6.534,1.38,,0.447,,1390142541,19466914,11410280,614156,2537613,,0,0,0,0,0,0,0,0,1768939043242933
reverse-complement,cs,release,-20,,process,22,420356,5.916,1.255,,0.393,,1239923023,13633725,10414269,535535,2561752,,0,0,0,0,0,0,0,0,1768939053887027
reverse-complement,cs,release,-20,,process,23,530761,7.628,1.726,,0.493,,1873544815,32777192,11863367,626950,2973671,,0,0,0,0,0,0,0,0,1768939064640273
reverse-complement,cs,release,-20,,process,24,414046,5.935,1.345,,0.42,,1378903482,19925565,10710027,630166,2640911,,0,0,0,0,0,0,0,0,1768939075277219
reverse-complement,cs,release,-20,,process,25,877968,11.63,1.924,,0.673,,1640172410,11943370,10214700,501294,3119210,,0,0,0,0,0,0,0,0,1768939086378681
reverse-complement,cs,release,-20,,process,26,453368,6.226,1.207,,0.377,,1193210068,10216590,8734461,475184,2416005,,0,0,0,0,0,0,0,0,1768939097053617
reverse-complement,cs,release,-20,,process,27,465759,6.599,1.44,,0.433,,1499222271,17565483,10445471,554400,3077169,,0,0,0,0,0,0,0,0,1768939107741024
reverse-complement,cs,release,-20,,process,28,417254,6.084,1.445,,0.424,,1569660438,35203806,10008638,1761497,2953132,,0,0,0,0,0,0,0,0,1768939118380077
reverse-complement,cs,release,-20,,process,29,451676,6.625,1.609,,0.445,,1798480939,30635865,11199810,765302,2911240,,0,0,0,0,0,0,0,0,1768939129141366
reverse-complement,cs,release,-20,,process,30,472352,6.778,1.533,,0.441,,1690327047,28688485,11604329,612148,2886439,,0,0,0,0,0,0,0,0,1768939139835927
fannkuch-redux,c,optimized,-20,,process,1,18982384,289.413,79.312,,10.943,,89569531343,74944918,49919543,724851,2339668156,,0,0,0,0,0,0,0,0,1768939172657211
fannkuch-redux,c,optimized,-20,,process,2,19836221,302.375,82.834,,11.996,,93558271908,150098726,92340007,4474055,2347297573,,0,0,0,0,0,0,0,0,1768939202494382
fannkuch-redux,c,optimized,-20,,process,3,19070275,291.937,80.871,,11.387,,91043464037,75380617,54023143,890455,2340161493,,0,0,0,0,0,0,0,0,1768939231565649
fannkuch-redux,c,optimized,-20,,process,4,18676296,286.301,79.606,,10.909,,89269196539,48978248,44577734,709089,2337562131,,0,0,0,0,0,0,0,0,1768939260242795
fannkuch-redux,c,optimized,-20,,process,5,18583509,284.74,79.064,,10.764,,88971688903,68099701,47695093,758251,2337777046,,0,0,0,0,0,0,0,0,1768939288827188
fannkuch-redux,c,optimized,-20,,process,6,19164438,293.557,81.424,,11.413,,91116463625,118095025,60363428,4313821,2341456420,,0,0,0,0,0,0,0,0,1768939317994610
fannkuch-redux,c,optimized,-20,,process,7,18786706,288.606,80.709,,10.896,,89481604130,67976544,49889911,758900,2338183643,,0,0,0,0,0,0,0,0,1768939346782191
fannkuch-redux,c,optimized,-20,,process,8,19203654,293.992,81.468,,11.227,,91523800907,101371097,93147436,892826,2345727926,,0,0,0,0,0,0,0,0,1768939375986815
fannkuch-redux,c,optimized,-20,,process,9,18985112,290.43,80.32,,11.115,,90001282305,74228865,51934789,871309,2338920263,,0,0,0,0,0,0,0,0,1768939404978176
fannkuch-redux,c,optimized,-20,,process,10,18939325,289.843,80.266,,11.081,,90512185038,78471920,58036540,805057,2341057491,,0,0,0,0,0,0,0,0,1768939433918466
fannkuch-redux,c,optimized,-20,,process,11,18682255,285.625,78.901,,10.863,,89214268452,56792847,44051836,768382,2337781997,,0,0,0,0,0,0,0,0,1768939462601624
fannkuch-redux,c,optimized,-20,,process,12,18687428,285.429,78.628,,10.777,,89088839561,60641852,45445767,688796,2337104594,,0,0,0,0,0,0,0,0,1768939491292161
fannkuch-redux,c,optimized,-20,,process,13,18728774,286.289,79.003,,11.037,,89568551913,93132208,52714443,4120955,2339077699,,0,0,0,0,0,0,0,0,1768939520021886
fannkuch-redux,c,optimized,-20,,process,14,19016822,290.5,80.01,,11.322,,90302324356,106605244,49348881,4291591,2340203047,,0,0,0,0,0,0,0,0,1768939549039628
fannkuch-redux,c,optimized,-20,,process,15,19033322,290.756,80.12,,10.949,,89951797316,78271980,62338739,749045,2341817428,,0,0,0,0,0,0,0,0,1768939578073851
fannkuch-redux,c,optimized,-20,,process,16,18691429,286.909,80.05,,10.809,,89290979431,71913156,51415194,1732222,2340018507,,0,0,0,0,0,0,0,0,1768939606766136
fannkuch-redux,c,optimized,-20,,process,17,18816115,288.057,79.744,,11.153,,90018760889,108257680,60842422,4232512,2339983461,,0,0,0,0,0,0,0,0,1768939635583177
fannkuch-redux,c,optimized,-20,,process,18,19512646,300.974,84.924,,11.8,,92403375761,149057491,81260807,2096498,2346062788,,0,0,0,0,0,0,0,0,1768939665096817
fannkuch-redux,c,optimized,-20,,process,19,18750205,288.061,80.463,,11.192,,89578992043,89072461,48595355,2017564,2338699108,,0,0,0,0,0,0,0,0,1768939693847905
fannkuch-redux,c,optimized,-20,,process,20,18896263,289.272,80.102,,11.025,,90148736123,93791498,67939816,1353922,2340764497,,0,0,0,0,0,0,0,0,1768939722745138
fannkuch-redux,c,optimized,-20,,process,21,18695496,286.762,79.836,,10.795,,89238256702,92562613,34131852,4048843,2336167826,,0,0,0,0,0,0,0,0,1768939751441564
fannkuch-redux,c,optimized,-20,,process,22,18662996,286.175,79.614,,11.041,,89212027563,98143356,50154272,4249241,2338433593,,0,0,0,0,0,0,0,0,1768939780217814
fannkuch-redux,c,optimized,-20,,process,23,18878300,293.791,84.834,,10.842,,90265493453,84311491,66755921,713214,2340037964,,0,0,0,0,0,0,0,0,1768939809096987
